"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 23 06:10:05 UTC 2026","Tue Jun 23 06:10:10 UTC 2026","4904","tests","test_alerts_frames_windows","TestAlerts","","","test_confirm_dialog_accepted","TC-A02: Confirm-диалог — принять (OK) и проверить результат."
"passed","Tue Jun 23 06:17:34 UTC 2026","Tue Jun 23 06:17:51 UTC 2026","16746","tests","test_elements","TestButtons","","","test_all_buttons_respond","Проверка всех трёх типов кликов за один тест."
"passed","Tue Jun 23 06:16:40 UTC 2026","Tue Jun 23 06:16:56 UTC 2026","16506","tests","test_elements","TestRadioButton","","","test_all_options_visible","Проверка видимости всех радиокнопок."
"passed","Tue Jun 23 06:18:27 UTC 2026","Tue Jun 23 06:18:32 UTC 2026","5528","tests","test_elements","TestWebTables","","","test_table_has_default_records","Проверка наличия предзаполненных записей в таблице."
"passed","Tue Jun 23 06:10:00 UTC 2026","Tue Jun 23 06:10:05 UTC 2026","4832","tests","test_alerts_frames_windows","TestAlerts","","","test_simple_alert_shows_message","TC-A01: Простой alert — принять и проверить сообщение."
"passed","Tue Jun 23 06:22:54 UTC 2026","Tue Jun 23 06:22:59 UTC 2026","4681","tests","test_elements_extended","TestDynamicProperties","","","test_visible_button_not_present_initially","TC-D03: Кнопка 'Visible After 5 Seconds' изначально отсутствует в DOM."
"passed","Tue Jun 23 06:23:35 UTC 2026","Tue Jun 23 06:23:37 UTC 2026","1629","tests","test_forms","TestPracticeForm","","","test_form_fields_visible","Проверка видимости основных полей формы Practice Form."
"failed","Tue Jun 23 06:27:18 UTC 2026","Tue Jun 23 06:27:34 UTC 2026","16723","tests","test_widgets","TestSlider","","","test_set_slider_to_value","TC-S02: Установить значение ползунка."
"passed","Tue Jun 23 06:16:56 UTC 2026","Tue Jun 23 06:17:13 UTC 2026","16451","tests","test_elements","TestButtons","","","test_single_click","TC-005a: Проверка обычного клика."
"passed","Tue Jun 23 06:13:45 UTC 2026","Tue Jun 23 06:14:16 UTC 2026","31553","tests","test_elements","TestTextBox","","","test_submit_with_empty_fields","Отправка формы TextBox с пустыми полями — результат не должен появиться."
"passed","Tue Jun 23 06:20:05 UTC 2026","Tue Jun 23 06:20:23 UTC 2026","17109","tests","test_elements_extended","TestLinks","","","test_api_link_bad_request_returns_400","TC-L04: API ссылка 'Bad Request' возвращает статус 400."
"passed","Tue Jun 23 06:24:36 UTC 2026","Tue Jun 23 06:24:52 UTC 2026","16337","tests","test_widgets","TestAccordion","","","test_accordion_page_loads","TC-W01: Страница аккордеона доступна и загружается."
"passed","Tue Jun 23 06:27:01 UTC 2026","Tue Jun 23 06:27:17 UTC 2026","16496","tests","test_widgets","TestSlider","","","test_slider_is_visible","TC-S01: Ползунок присутствует на странице."
"passed","Tue Jun 23 06:16:18 UTC 2026","Tue Jun 23 06:16:23 UTC 2026","5333","tests","test_elements","TestRadioButton","","","test_select_yes","Выбор радиокнопки 'Yes'."
"passed","Tue Jun 23 06:23:46 UTC 2026","Tue Jun 23 06:24:03 UTC 2026","16554","tests","test_smoke","TestSmoke","","","test_textbox_basic_flow","Базовый поток: заполнение и отправка формы TextBox."
"passed","Tue Jun 23 06:20:57 UTC 2026","Tue Jun 23 06:21:14 UTC 2026","17138","tests","test_elements_extended","TestLinks","","","test_api_link_not_found_returns_404","TC-L07: API ссылка 'Not Found' возвращает статус 404."
"passed","Tue Jun 23 06:15:27 UTC 2026","Tue Jun 23 06:16:01 UTC 2026","33732","tests","test_elements","TestCheckBox","","","test_expand_collapse_buttons","Проверка работы кнопок Expand All / Collapse All."
"passed","Tue Jun 23 06:23:40 UTC 2026","Tue Jun 23 06:23:42 UTC 2026","1664","tests","test_forms","TestPracticeForm","","","test_gender_radio_buttons_present","Радиокнопки выбора пола присутствуют на форме."
"passed","Tue Jun 23 06:14:50 UTC 2026","Tue Jun 23 06:15:08 UTC 2026","18451","tests","test_elements","TestCheckBox","","","test_expand_all_and_check_item","TC-002: Развернуть дерево и выбрать элемент."
"passed","Tue Jun 23 06:25:32 UTC 2026","Tue Jun 23 06:25:49 UTC 2026","16571","tests","test_widgets","TestAccordion","","","test_section1_content_has_text","Открытая секция 1 содержит непустой текст."
"passed","Tue Jun 23 06:14:33 UTC 2026","Tue Jun 23 06:14:50 UTC 2026","16498","tests","test_elements","TestTextBox","","","test_all_fields_visible","Проверка видимости всех полей формы TextBox."
"passed","Tue Jun 23 06:19:48 UTC 2026","Tue Jun 23 06:20:05 UTC 2026","17176","tests","test_elements_extended","TestLinks","","","test_api_link_no_content_returns_204","TC-L03: API ссылка 'No Content' возвращает статус 204."
"passed","Tue Jun 23 06:23:45 UTC 2026","Tue Jun 23 06:23:46 UTC 2026","1349","tests","test_smoke","TestSmoke","","","test_homepage_loads","Проверка загрузки главной страницы DemoQA."
"passed","Tue Jun 23 06:23:42 UTC 2026","Tue Jun 23 06:23:44 UTC 2026","2767","tests","test_forms","TestPracticeForm","","","test_submit_with_gender_and_required_fields","Форма принимается с обязательными полями + выбором пола Female."
"passed","Tue Jun 23 06:22:59 UTC 2026","Tue Jun 23 06:23:16 UTC 2026","16428","tests","test_elements_extended","TestDynamicProperties","","","test_button_becomes_visible_after_delay","TC-D04: Кнопка 'Visible After 5 Seconds' появляется через 5 сек."
"passed","Tue Jun 23 06:10:44 UTC 2026","Tue Jun 23 06:10:48 UTC 2026","4431","tests","test_alerts_frames_windows","TestBrowserWindows","","","test_new_tab_opens_with_correct_content","TC-BW01: Открытие новой вкладки — контент корректен."
"passed","Tue Jun 23 06:13:11 UTC 2026","Tue Jun 23 06:13:28 UTC 2026","16538","tests","test_alerts_frames_windows","TestModalDialogs","","","test_small_modal_body_content","Тело маленького модального окна содержит ожидаемый текст."
"broken","Tue Jun 23 06:19:07 UTC 2026","Tue Jun 23 06:19:13 UTC 2026","5762","tests","test_elements","TestWebTables","","","test_search_clears_result","Очистка поля поиска восстанавливает записи."
"passed","Tue Jun 23 06:11:33 UTC 2026","Tue Jun 23 06:11:50 UTC 2026","16524","tests","test_alerts_frames_windows","TestNestedFrames","","","test_parent_frame_has_content","TC-NF01: Родительский фрейм содержит текст."
"failed","Tue Jun 23 06:27:35 UTC 2026","Tue Jun 23 06:27:51 UTC 2026","16681","tests","test_widgets","TestSlider","","","test_slider_min_value","Ползунок принимает минимальное значение 0."
"passed","Tue Jun 23 06:20:23 UTC 2026","Tue Jun 23 06:20:40 UTC 2026","17156","tests","test_elements_extended","TestLinks","","","test_api_link_unauthorized_returns_401","TC-L05: API ссылка 'Unauthorized' возвращает статус 401."
"passed","Tue Jun 23 06:20:40 UTC 2026","Tue Jun 23 06:20:57 UTC 2026","17111","tests","test_elements_extended","TestLinks","","","test_api_link_forbidden_returns_403","TC-L06: API ссылка 'Forbidden' возвращает статус 403."
"failed","Tue Jun 23 06:27:51 UTC 2026","Tue Jun 23 06:28:08 UTC 2026","16704","tests","test_widgets","TestSlider","","","test_slider_max_value","Ползунок принимает максимальное значение 100."
"passed","Tue Jun 23 06:25:15 UTC 2026","Tue Jun 23 06:25:32 UTC 2026","16903","tests","test_widgets","TestAccordion","","","test_section3_can_be_opened","TC-W04: Третья секция открывается по клику."
"passed","Tue Jun 23 06:25:55 UTC 2026","Tue Jun 23 06:26:11 UTC 2026","16372","tests","test_widgets","TestDatePicker","","","test_date_input_is_visible","TC-DP01: Поле выбора даты присутствует на странице."
"broken","Tue Jun 23 06:26:11 UTC 2026","Tue Jun 23 06:26:28 UTC 2026","16535","tests","test_widgets","TestDatePicker","","","test_set_date_value","TC-DP02: Установить дату и проверить значение в поле."
"passed","Tue Jun 23 06:10:54 UTC 2026","Tue Jun 23 06:10:59 UTC 2026","4553","tests","test_alerts_frames_windows","TestBrowserWindows","","","test_original_page_stays_active_after_new_tab","Исходная вкладка остаётся активной после открытия новой."
"failed","Tue Jun 23 06:22:21 UTC 2026","Tue Jun 23 06:22:37 UTC 2026","16434","tests","test_elements_extended","TestDynamicProperties","","","test_enable_button_initially_disabled","TC-D01: Кнопка 'Will enable 5 seconds' изначально неактивна."
"passed","Tue Jun 23 06:14:16 UTC 2026","Tue Jun 23 06:14:33 UTC 2026","16598","tests","test_elements","TestTextBox","","","test_submit_with_invalid_email","Отправка формы TextBox с некорректным email."
"passed","Tue Jun 23 06:17:51 UTC 2026","Tue Jun 23 06:18:10 UTC 2026","18139","tests","test_elements","TestWebTables","","","test_add_new_record","TC-004: Добавление новой записи в таблицу."
"passed","Tue Jun 23 06:16:01 UTC 2026","Tue Jun 23 06:16:17 UTC 2026","16583","tests","test_elements","TestRadioButton","","","test_select_impressive","TC-003: Выбор радиокнопки 'Impressive'."
"passed","Tue Jun 23 06:11:50 UTC 2026","Tue Jun 23 06:12:06 UTC 2026","16388","tests","test_alerts_frames_windows","TestNestedFrames","","","test_child_frame_has_content","TC-NF02: Дочерний фрейм внутри родительского содержит текст."
"passed","Tue Jun 23 06:17:29 UTC 2026","Tue Jun 23 06:17:34 UTC 2026","4953","tests","test_elements","TestButtons","","","test_right_click","TC-005c: Проверка правого клика."
"passed","Tue Jun 23 06:23:16 UTC 2026","Tue Jun 23 06:23:32 UTC 2026","16450","tests","test_elements_extended","TestDynamicProperties","","","test_color_change_button_is_present","Кнопка colorChange присутствует на странице с момента загрузки."
"passed","Tue Jun 23 06:16:23 UTC 2026","Tue Jun 23 06:16:39 UTC 2026","16366","tests","test_elements","TestRadioButton","","","test_no_radio_is_disabled","Радиокнопка 'No' должна быть заблокирована."
"passed","Tue Jun 23 06:18:33 UTC 2026","Tue Jun 23 06:18:50 UTC 2026","17090","tests","test_elements","TestWebTables","","","test_delete_record","TC-WT04: Удаление записи из таблицы уменьшает количество строк."
"passed","Tue Jun 23 06:21:15 UTC 2026","Tue Jun 23 06:21:31 UTC 2026","16529","tests","test_elements_extended","TestUploadDownload","","","test_download_file_success","TC-UD01: Скачивание файла — объект Download получен."
